consumers,consumerName,Consumer.Sp.stage,consumerSP,consumerStage,resources,resourceName,Resource.Sp.stage,resourceSP,resourceStage,Consumer.Interaction.Code,Feeding.Site,confidence,justification,Ref.ID,localities,version
7,Pycnopodia.helianthoides.7.1,7.1,7,1,388,Pachythyone.rubra.330.1,330.1,330,1,1,3,1,3,303,"Channel Islands, Santa Barbara Channel, CA, USA",V19.readd
557,Corynosoma.strumosum.497.1,497.1,497,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,3,3,618,NE Pacific,V19.readd
561,Corynosoma.enhydri.499.1,499.1,499,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,617; 504; 641,"AK, USA; Central CA, USA",V19.readd
561,Corynosoma.enhydri.499.1,499.1,499,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,617; 504; 641,"AK, USA; Central CA, USA",V19.readd
564,Profilicollis.altmani.501.1,501.1,501,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,1,3,858; 641,California; Central CA,V19.readd
574,Halarachne.halichoeri.511.1,511.1,511,1,470,Enhydra.lutris.411.1,411.1,411,1,6,2,2,3,791,"CA, USA",V19.readd
575,Halarachne.miroungae.512.1,512.1,512,1,470,Enhydra.lutris.411.1,411.1,411,1,6,2,3,3,618,"AK, USA",V19.readd
618,Diphyllobothrium.tetrapterum.550.1,550.1,550,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,489; 617; 1040; 618,"Marine, no area specified; AK, USA; Monterey, CA, USA",V19.readd
700,Apophallus.zalophi.620.1,620.1,620,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,498; 618,"AK, USA; CA, USA",V19.readd
750,Microphallus.comandorensis.665.1,665.1,665,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,641; 618; 498,"Central CA; AK, USA",V19.readd
752,Microphallus.nicolli.666.1,666.1,666,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,641,Central CA,V19.readd
768,Orthosplanchnus.fraterculus.682.1,682.1,682,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,617; 291; 2; 618,"AK, USA; Arctic Ocean: Bering Sea",V19.readd
777,Plenosoma.minimum.689.1,689.1,689,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,2,3,641,Central CA,V19.readd
1002,Pseudoterranova.decipiens.908.1,908.1,908,1,470,Enhydra.lutris.411.1,411.1,411,1,12,1,3,3,886; 617; 618,"AK, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,475,Ophiactis.simplex.416.1,416.1,416,1,1,3,2,3,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,476,Ophioderma.panamensis.417.1,417.1,417,1,1,3,2,3,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,477,Ophioplocus.esmarki.418.1,418.1,418,1,1,3,2,3,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,478,Ophiothrix.spiculata.419.1,419.1,419,1,1,3,2,3,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,481,Phascolosoma.agassizii.422.1,422.1,422,1,1,3,2,3,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,486,Arctonoe.pulchra.427.1,427.1,427,1,14,NA,3,11,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,486,Arctonoe.pulchra.427.1,427.1,427,1,14,NA,3,11,965,"CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,487,Arctonoe.vittata.428.1,428.1,428,1,14,NA,3,11,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,487,Arctonoe.vittata.428.1,428.1,428,1,14,NA,2,11,965,"CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,491,Mooreonuphis.stigmatis.432.1,432.1,432,1,1,3,3,4,825,"San Diego, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,494,Platynereis.bicanaliculata.435.1,435.1,435,1,1,3,3,4,825,"San Diego, CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,502,Eudistylia.polymorpha.443.1,443.1,443,1,1,3,1,3,383,"Central CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,504,Lumbrineris.spp..445.1,445.1,445,1,1,3,3,4,825,"San Diego, CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,510,Phragmatopoma.californica.451.1,451.1,451,1,1,3,2,3,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,539,Styela.montereyensis.480.1,480.1,480,1,1,3,1,3,383,"Central CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,542,Animal_detritus.carrion.483.0,483,483,0,1,3,1,3,920,"Barkley Sound, British Columbia, Canada",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,542,Animal_detritus.carrion.483.0,483,483,0,1,3,1,3,246,"San Diego, CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,613,Caulobothrium.opisthorchis.546.4,546.4,546,4,14,NA,2,11,383,"Central CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,642,Nybelinia.spA.(anthicosum).567.4,567.4,567,4,14,NA,2,11,469; 647,"Monterey, CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,670,Rhinebothriideametacestode.sp.A.590.4,590.4,590,4,14,NA,3,11,965,"CA, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,691,Trypanorhynchunk.unk..611.4,611.4,611,4,14,NA,2,11,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,726,Galactosomum.humbargari.643.5,643.5,643,5,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,749,Metadena.magdalenae.664.1,664.1,664,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,828,Metacercaria.sp.A.739.5,739.5,739,5,14,NA,2,11,219; 388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,828,Metacercaria.sp.A.739.5,739.5,739,5,14,NA,1,11,394; 542,"Hopkins Marine Lab, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,897,Archigyrodactylus.archigyrodactylus.808.1,808.1,808,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,904,Encotyllabe.embiotocae.815.1,815.1,815,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,906,Entobdella.hippoglossi.817.1,817.1,817,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,908,Gyrodactylus.sp..819.1,819.1,819,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,912,Leuresthicola.robersoni.823.1,823.1,823,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,979,"Anisakis.sp.(sp.A,simplex,sp.).886.5",886.5,886,5,14,NA,4,11,920,"Barkley Sound, British Columbia, Canada",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,1003,Pseudoterranova.decipiens.908.5,908.5,908,5,14,NA,4,11,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1023,COP.IV1.COP.IV1.927.1,927.1,927,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,1030,Cop.Mo3.unk..933.1,933.1,933,1,14,NA,2,11,542,"WA, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,1031,COP.MO8.COP.MO8.934.1,934.1,934,1,14,NA,2,11,542,"WA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1039,Peniculus.fistula.942.1,942.1,942,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,1041,Unk.Copepoda.mollusksp..944.1,944.1,944,1,14,NA,2,11,542; 965,"WA, USA; CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1058,Bomolochus.constrictus.960.1,960.1,960,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1059,Bomolochus.cuneatus.961.1,961.1,961,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1062,Bomolochus.sp.A(soleae).964.1,964.1,964,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1063,Acanthochondria.fraseri.965.1,965.1,965,1,14,NA,3,11,732,"Southern California, CA, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,2,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,2,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,1064,Acanthochondria.hoi.966.1,966.1,966,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,2,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,2,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,1066,Acanthochondria.soleae.968.1,968.1,968,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,2,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,2,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,1067,Acanthochondria.sp..969.1,969.1,969,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,2,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,2,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,1075,Auchenochondria.lobosa.977.1,977.1,977,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1080,Caligus.pectinatus.982.1,982.1,982,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1082,Caligus.quadratus.984.1,984.1,984,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1083,Caligus.serratus.985.1,985.1,985,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
7,Pycnopodia.helianthoides.7.1,7.1,7,1,1084,Caribeopsyllus.amphiodiae.986.3,986.3,986,3,14,NA,3,11,388,"Hopkins Marine Life Refuge, Pacific Grove, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1085,Chalimus(larvae).spp..987.4,987.4,987,4,14,NA,2,11,584; 732,"Pacific Coast, USA; Southern California, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1093,Clavella.embiotocae.995.1,995.1,995,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1094,Clavella.parva.996.1,996.1,996,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1096,Colobomatus.embiotocae.998.1,998.1,998,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1105,Ergasilus.lizae.1007.1,1007.1,1007,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1106,Ergasilus.sp..1008.1,1008.1,1008,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1107,Ergasilus.turgidus.1009.1,1009.1,1009,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,1109,Gastrodelphys.dalesi.1011.1,1011.1,1011,1,14,NA,2,11,383,"Central CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1113,Hamaticolax(Holobomolochus).embiotocae.1015.1,1015.1,1015,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1114,Hamaticolax(Holobomolochus).prolixus.1016.1,1016.1,1016,1,14,NA,2,11,584; 732,"Pacific Coast, USA; Southern California, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1122,Lepeophtheirus.bifurcatus.1024.1,1024.1,1024,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,2,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,2,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,1123,Lepeophtheirus.bifidus.1025.1,1025.1,1025,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1127,Lepeophtheirus.dissimulatus.1029.1,1029.1,1029,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1132,Lepeophtheirus.parvus.1034.1,1034.1,1034,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
470,Enhydra.lutris.411.1,411.1,411,1,1133,Lepeophtheirus.parviventris.1035.1,1035.1,1035,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1135,Lepeophtheirus.pravipes.1037.1,1037.1,1037,1,14,NA,4,11,732,"Southern California, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1136,Lepeophtheirus.remiopsis.1038.1,1038.1,1038,1,14,NA,2,11,584; 732,"Pacific Coast, USA; Southern California, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1137,Lepeophtheirus.rotundipes.1039.1,1039.1,1039,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,2,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,2,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,1141,Lepeophtheirus.spatha.1043.1,1043.1,1043,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1148,Naobranchia(Neobrachiella).microsoma.1050.1,1050.1,1050,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1154,Parabrachiella(Neobrachiella).robusta.1056.1,1056.1,1056,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1155,Parabrachiella.paralichthyos.1057.1,1057.1,1057,1,14,NA,3,11,732,"Southern California, CA, USA",V19.readd
24,Sterna.elegans.24.1,24.1,24,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,2,11,584; 419,"Southern California, CA, USA",V19.readd
249,Torpedo.californica.206.1,206.1,206,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,3,11,258,"CA, USA",V19.readd
253,Notorynchus.cepedianus.210.1,210.1,210,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
254,Squatina.californica.211.1,211.1,211,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,2,11,584,"Pacific Coast, USA",V19.readd
469,Tursiops.truncatus.410.1,410.1,410,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,2,11,369,"San Diego, CA, USA",V19.readd
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V19.readd
472,Zalophus.californianus.413.1,413.1,413,1,1156,Parabrachiella.sp..1058.1,1058.1,1058,1,14,NA,3,11,584,"Pacific Coast, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1157,Phrixocephalus.cincinnatus.1059.1,1059.1,1059,1,14,NA,2,11,584; 732,"Pacific Coast, USA; Southern California, CA, USA",V19.readd
292,Paralichthys.californicus.245.1,245.1,245,1,1164,Taeniacanthodes.haakeri.1066.1,1066.1,1066,1,14,NA,2,11,584; 732,"Pacific Coast, USA; Southern California, CA, USA",V19.readd
